nacres.code	nacres.description.fr	nacres.description.en	ceda.code	ceda.description	ceda.ef.kg.co2e.per.euro	ceda.uncertainty.attr.kg.co2e.per.euro	ceda.uncertainty.80pct.kg.co2e.per.euro	ademe.code	ademe.description	ademe.ef.kg.co2e.per.euro	ademe.uncertainty.attr.kg.co2e.per.euro	ademe.uncertainty.80pct.kg.co2e.per.euro	useeio.code	useeio.description	useeio.ef.kg.co2e.per.euro	useeio.uncertainty.attr.kg.co2e.per.euro	useeio.uncertainty.80pct.kg.co2e.per.euro	per1p5macro.ef.kg.co2e.per.euro	per1p5macro.uncertainty.attr.kg.co2e.per.euro	per1p5macro.uncertainty.80pct.kg.co2e.per.euro	meso.code	meso.description	meso.ef.kg.co2e.per.euro	meso.uncertainty.kg.co2e.per.euro	micro.code	micro.description	micro.ef.kg.co2e.per.euro	micro.uncertainty.kg.co2e.per.euro	method	per1p5.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	per1p5.uncertainty.80pct.kg.co2e.per.euro	uncertainty.groupby	module	category	scope.source.v4	scope.source.v5
EC33	SERVICES SOCIAUX DE REINSERTION	SOCIAL REHABILITATION SERVICES						ADEME32	Action sociale	0.1	0.0	0.08000000000000002	624A00	Community food, housing, and other relief services, including rehabilitation services	0.34	0.0	0.272	0.23	0.12	0.184									macro	0.23	0.12	0.184	EC36	purchases	services	9	4.5
EC34	SERVICES SOCIAUX DE SOIN ET D'AIDE A DOMICILE	SOCIAL SERVICES FOR HOME CARE AND ASSISTANCE						ADEME32	Action sociale	0.1	0.0	0.08000000000000002	624A00	Community food, housing, and other relief services, including rehabilitation services	0.34	0.0	0.272	0.23	0.12	0.184									macro	0.23	0.12	0.184	EC36	purchases	services	9	4.5
EC35	SERVICES SOCIAUX : ASSISTANTES SOCIALES INTER-ENTREPRISES	SOCIAL SERVICES: INTER-COMPANY SOCIAL WORKERS						ADEME32	Action sociale	0.1	0.0	0.08000000000000002	624A00	Community food, housing, and other relief services, including rehabilitation services	0.34	0.0	0.272	0.23	0.12	0.184									macro	0.23	0.12	0.184	EC36	purchases	services	9	4.5
EC36	AUTRES SERVICES SOCIAUX	OTHER SOCIAL SERVICES						ADEME32	Action sociale	0.1	0.0	0.08000000000000002	624A00	Community food, housing, and other relief services, including rehabilitation services	0.34	0.0	0.272	0.23	0.12	0.184									macro	0.23	0.12	0.184	EC36	purchases	services	9	4.5
EC41	MEDECINE DE PREVENTION : PRESTATAIRES MEDICAUX	PREVENTIVE MEDICINE: MEDICAL PROVIDERS						ADEME31	Activites pour la sante humaine	0.12	0.0	0.096	(621500 ; 621400) / (62100 ; 62200 ; 62300)	Medical laboratories/Outpatient healthcare / Physicians/Dentists/Healthcare practitioners (except physicians and dentists)	0.12	0.02	0.096	0.13	0.04	0.104									macro	0.13	0.04	0.104	EC42	purchases	services	9	4.5
EC42	MEDECINE DE PREVENTION : FOURNITURES MEDICALES ET DE SOIN	PREVENTIVE MEDICINE : MEDICAL AND CARE SUPPLIES						ADEME31	Activites pour la sante humaine	0.12	0.0	0.096	(621500 ; 621400) / (62100 ; 62200 ; 62300)	Medical laboratories/Outpatient healthcare / Physicians/Dentists/Healthcare practitioners (except physicians and dentists)	0.12	0.02	0.096	0.13	0.04	0.104									macro	0.13	0.04	0.104	EC42	purchases	services	9	4.5
ED01	SERVICES DE DEPOT DE BREVET D'INVENTION ET DE LOGICIELS APP	PATENT AND SOFTWARE REGISTRATION SERVICES APP						ADEME28	Administration publiques et defense, securite sociale obligatoire	0.16	0.0	0.128	541100	Legal services	0.07	0.0	0.05600000000000001	0.1	0.06	0.08000000000000002									macro	0.1	0.06	0.08000000000000002	ED11	purchases	services	9	4.5
ED02	SERVICES DE PROPRIETE INTELLECTUELLE : BREVET D'INVENTION, GESTION DES ANNUITES	INTELLECTUAL PROPERTY SERVICES: PATENT, ANNUITY MANAGEMENT						ADEME28	Administration publiques et defense, securite sociale obligatoire	0.16	0.0	0.128	541100	Legal services	0.07	0.0	0.05600000000000001	0.1	0.06	0.08000000000000002									macro	0.1	0.06	0.08000000000000002	ED11	purchases	services	9	4.5
ED11	AUTRES SERVICES DE PROPRIETE INTELLECTUELLE (HORS BREVETS D'INVENTION)	OTHER INTELLECTUAL PROPERTY SERVICES (EXCLUDING PATENTS)						ADEME28	Administration publiques et defense, securite sociale obligatoire	0.16	0.0	0.128	541100	Legal services	0.07	0.0	0.05600000000000001	0.1	0.06	0.08000000000000002									macro	0.1	0.06	0.08000000000000002	ED11	purchases	services	9	4.5
EE01	SERVICES DE FORMATION EN PRESENTIEL	FACE-TO-FACE TRAINING SERVICES						ADEME29	Enseignement	0.12	0.0	0.096	611B00	Other educational services	0.17	0.0	0.136	0.14	0.03	0.112									macro	0.14	0.03	0.112	EE21	purchases	services	9	4.5
EE02	SERVICES DE FORMATION EN LIGNE	E-LEARNING SERVICES						ADEME29	Enseignement	0.12	0.0	0.096	611B00	Other educational services	0.17	0.0	0.136	0.14	0.03	0.112									macro	0.14	0.03	0.112	EE21	purchases	services	9	4.5
EE11	CERTIFICATION DIPLOMATION EN PRESENTIEL	CERTIFICATION OF DIPLOMAS IN THE CLASSROOM						ADEME29	Enseignement	0.12	0.0	0.096	611B00	Other educational services	0.17	0.0	0.136	0.14	0.03	0.112									macro	0.14	0.03	0.112	EE21	purchases	services	9	4.5
EE12	CERTIFICATION DIPLOMATION EN LIGNE	CERTIFICATION OF ONLINE DIPLOMAS						ADEME29	Enseignement	0.12	0.0	0.096	611B00	Other educational services	0.17	0.0	0.136	0.14	0.03	0.112									macro	0.14	0.03	0.112	EE21	purchases	services	9	4.5
EE21	ASSISTANCE A LA CONCEPTION DE COURS EN LIGNE	ASSISTANCE IN DESIGNING ONLINE COURSES						ADEME29	Enseignement	0.12	0.0	0.096	611B00	Other educational services	0.17	0.0	0.136	0.14	0.03	0.112									macro	0.14	0.03	0.112	EE21	purchases	services	9	4.5
FA01	FOURNITURES D'EMBALLAGE ET DE TRANSPORT DE MARCHANDISES ORDINAIRES	PACKING AND TRANSPORT SUPPLIES FOR ORDINARY GOODS						ADEME17 / ADEME16	Papier et carton / Plastiques et caoutchouc	0.85	0.07	0.68	326110 / 322210	Plastic bags, films, and sheets / Paper bags and coated paper	0.62	0.02	0.496	0.71	0.16	0.568									macro	0.71	0.16	0.568	FA02	purchases	transport	9	4.1
FA02	FOURNITURES D'EMBALLAGE POUR LE TRANSPORT DE MARCHANDISES SPECIFIQUES	PACKAGING SUPPLIES FOR THE TRANSPORT OF SPECIFIC GOODS						ADEME17 / ADEME16	Papier et carton / Plastiques et caoutchouc	0.85	0.07	0.68	326110 / 322210	Plastic bags, films, and sheets / Paper bags and coated paper	0.62	0.02	0.496	0.71	0.16	0.568									macro	0.71	0.16	0.568	FA02	purchases	transport	9	4.1
FA03	EQUIPEMENTS POUR LE DEPLACEMENT DE MARCHANDISES ET ACCESSOIRES	EQUIPMENT FOR THE MOVEMENT OF GOODS AND ACCESSORIES						ADEME11 / ADEME27	Entreposage et services auxiliaires des transports / Materiel de transport	0.44	0.37	0.352	336999 / 332999	Other transportation equipment / Other fabricated metal manufacturing	0.44	0.11	0.352	0.49	0.25	0.392									macro	0.49	0.25	0.392	FA03	purchases	transport	10	4.2
FA11	EQUIPEMENTS DE PESEE DU COURRIER ET D'HORODATAGE	MAIL WEIGHING AND TIME STAMPING EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	33451A	Watches, clocks, and other measuring and controlling devices	0.22	0.0	0.176	0.32	0.09	0.256									macro	0.32	0.09	0.256	FA11	purchases	transport	10	4.2
FB01	COURRIER : COURRIERS ET AFFRANCHISSEMENT ORDINAIRE	MAIL: ORDINARY MAIL AND POSTAGE						ADEME02	Courrier	0.13	0.0	0.104	491000	Postal service	0.23	0.0	0.184	0.18	0.05	0.144									macro	0.18	0.05	0.144	FC06	purchases	transport	12	3.1
FB02	COURRIER : SERVICES DE COURSIERS ET COURRIERS EXPRESS	MAIL: COURIER AND EXPRESS SERVICES						ADEME02 / ADEME05	Courrier / Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.15	0.03	0.12	491000 / 492000	Postal service / Couriers and messengers	0.44	0.29	0.352	0.27	0.23	0.216									macro	0.27	0.23	0.216	FB02	purchases	transport	12	3.1
FB11	SERVICES DE DISTRIBUTION ET ROUTAGE	DISTRIBUTION AND ROUTING SERVICES						ADEME02	Courrier	0.13	0.0	0.104	491000	Postal service	0.23	0.0	0.184	0.18	0.05	0.144									macro	0.18	0.05	0.144	FC06	purchases	transport	12	3.1
FB12	SERVICES DE BOITES POSTALES, DE POSTE RESTANTE OU DE REEXPEDITION	POST OFFICE BOX, REMITTANCE OR RE-MAILING SERVICES						ADEME02	Courrier	0.13	0.0	0.104	491000	Postal service	0.23	0.0	0.184	0.18	0.05	0.144									macro	0.18	0.05	0.144	FC06	purchases	services	9	4.5
FC01	TRANSPORTS ROUTIERS ET URBAINS DE MARCHANDISES (EN AFFRETEMENT)	ROAD AND URBAN FREIGHT TRANSPORT (ON CHARTER)						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	484000	Truck transport	1.6	0.0	1.28	0.87	0.64	0.6960000000000001									macro	0.87	0.64	0.6960000000000001	FC01	purchases	transport	12	3.1
FC02	TRANSPORTS AERIENS DE MARCHANDISES	AIR FREIGHT TRANSPORT						ADEME10	Transport aerien	1.2	0.0	0.96	481000	Air transport	1.1	0.0	0.8800000000000001	1.2	0.11	0.96									macro	1.2	0.1	0.96	FC02	purchases	transport	12	3.1
FC03	TRANSPORTS MARITIMES ET FLUVIAUX EN CONTENEURS	MARITIME AND INLAND WATERWAY CONTAINER TRANSPORT						ADEME09	Transport fluvial et maritime	0.59	0.0	0.472	483000	Water transport (boats, ships, ferries)	0.86	0.0	0.6880000000000001	0.9	0.33	0.7200000000000001									macro	0.9	0.33	0.7200000000000001	FC03	purchases	transport	12	3.1
FC04	TRANSPORTS FERROVIAIRES DE MARCHANDISES	RAIL FREIGHT TRANSPORT						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	482000	Rail transport	0.85	0.0	0.68	0.73	0.15	0.584									macro	0.73	0.15	0.584	FC04	purchases	transport	12	3.1
FC05	SERVICES DES GARES, AEROPORTS, PORTS FLUVIAUX ET MARITIMES,_x001A_	SERVICES OF RAILWAY STATIONS, AIRPORTS, RIVER AND SEA PORTS,...						ADEME11	Entreposage et services auxiliaires des transports	0.17	0.0	0.136	561900	Other support services	0.19	0.0	0.152	0.18	0.01	0.144									macro	0.18	0.01	0.144	UA37	purchases	transport	12	3.1
FC06	TRANSPORTS ADMINISTRATIFS DE DOCUMENT	ADMINISTRATIVE DOCUMENT TRANSPORT						ADEME02	Courrier	0.13	0.0	0.104	491000	Postal service	0.23	0.0	0.184	0.18	0.05	0.144									macro	0.18	0.05	0.144	FC06	purchases	transport	12	3.1
FC11	TRANSPORTS SPECIALISES D'ANIMAUX DE LABORATOIRE	SPECIALISED TRANSPORT OF LABORATORY ANIMALS						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	492000 / 484000	Couriers and messengers / Truck transport	1.1	0.68	0.8800000000000001	0.69	0.56	0.5519999999999999									macro	0.69	0.56	0.5519999999999999	FC15	purchases	transport	12	3.1
FC12	TRANSPORTS SPECIALISES DE PRODUITS BIOLOGIQUES UN3373	SPECIALISED TRANSPORT OF BIOLOGICAL PRODUCTS UN3373						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	492000 / 484000	Couriers and messengers / Truck transport	1.1	0.68	0.8800000000000001	0.69	0.56	0.5519999999999999									macro	0.69	0.56	0.5519999999999999	FC15	purchases	transport	12	3.1
FC13	TRANSPORTS DE MARCHANDISES DANGEREUSES	TRANSPORT OF DANGEROUS GOODS						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	492000 / 484000	Couriers and messengers / Truck transport	1.1	0.68	0.8800000000000001	0.69	0.56	0.5519999999999999									macro	0.69	0.56	0.5519999999999999	FC15	purchases	transport	12	3.1
FC14	TRANSPORTS DE PRODUITS INFECTIEUX (CLASSE 6.2)	TRANSPORT OF INFECTIOUS PRODUCTS (CLASS 6.2)						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	492000 / 484000	Couriers and messengers / Truck transport	1.1	0.68	0.8800000000000001	0.69	0.56	0.5519999999999999									macro	0.69	0.56	0.5519999999999999	FC15	purchases	transport	12	3.1
FC15	AUTRES SERVICES DE TRANSPORT/EXPEDITION SPECIALISES	OTHER SPECIALISED TRANSPORT/SHIPPING SERVICES						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	492000 / 484000	Couriers and messengers / Truck transport	1.1	0.68	0.8800000000000001	0.69	0.56	0.5519999999999999									macro	0.69	0.56	0.5519999999999999	FC15	purchases	transport	12	3.1
FD01	SERVICES DE DEMENAGEMENT COURANTS	ROUTINE REMOVAL SERVICES						ADEME11	Entreposage et services auxiliaires des transports	0.17	0.0	0.136	493000	Warehousing	0.71	0.0	0.568	0.41	0.28	0.328									macro	0.41	0.28	0.328	FD12	purchases	transport	12	3.1
FD02	SERVICES DE DEMONTAGE ET DE DEMENAGEMENT D'INSTRUMENTS	INSTRUMENT DISMANTLING AND REMOVAL SERVICES						ADEME11	Entreposage et services auxiliaires des transports	0.17	0.0	0.136	493000	Warehousing	0.71	0.0	0.568	0.41	0.28	0.328									macro	0.41	0.28	0.328	FD12	purchases	transport	12	3.1
FD03	OPERATIONS DE MANUTENTION MECANIQUE DE MATERIEL	MECHANICAL MATERIAL HANDLING OPERATIONS						ADEME11	Entreposage et services auxiliaires des transports	0.17	0.0	0.136	493000	Warehousing	0.71	0.0	0.568	0.41	0.28	0.328									macro	0.41	0.28	0.328	FD12	purchases	transport	12	3.1
FD04	SERVICES DE LOCATION DE VEHICULES POUR TRANSPORT DE MARCHANDISES	FREIGHT VEHICLE RENTAL SERVICES						ADEME08	Transport terrestre	0.56	0.0	0.4480000000000001	493000 / 485000	Warehousing / Passenger ground transport	0.59	0.17	0.472	0.52	0.15	0.416									macro	0.52	0.15	0.416	FD04	purchases	transport	14	4.4
FD11	SERVICES DE GARDE-MEUBLES	FURNITURE STORAGE SERVICES						ADEME11	Entreposage et services auxiliaires des transports	0.17	0.0	0.136	493000	Warehousing	0.71	0.0	0.568	0.41	0.28	0.328									macro	0.41	0.28	0.328	FD12	purchases	transport	9	4.5
FD12	SERVICES D'ENTREPOT GARDIENNAGE DE MATERIEL	WAREHOUSE SERVICES EQUIPMENT STORAGE						ADEME11	Entreposage et services auxiliaires des transports	0.17	0.0	0.136	493000	Warehousing	0.71	0.0	0.568	0.41	0.28	0.328									macro	0.41	0.28	0.328	FD12	purchases	transport	9	4.5
GA01	ACETYLENE DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL QUALITY ACETYLENE IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA01	acetylen (ACV)	0.67	0.53	micro	0.67	0.53	0.536	GA55	purchases	consumables	9	4.1
GA02	AIR SYNTHETIQUE DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL GRADE SYNTHETIC AIR IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA02	nitrogen + oxygen (ACV)	0.22	0.17	micro	0.22	0.17	0.176	GA55	purchases	consumables	9	4.1
GA03	ARGON DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL GRADE ARGON IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA03	argon (ACV)	0.39	0.31	micro	0.39	0.31	0.3120000000000001	GA55	purchases	consumables	9	4.1
GA04	AZOTE GAZEUX DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL GRADE NITROGEN GAS IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA04	nitrogen (ACV)	0.17	0.14	micro	0.17	0.14	0.136	GA55	purchases	consumables	9	4.1
GA05	DIOXYDE DE CARBONE DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL GRADE CARBON DIOXIDE IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA05	carbon dioxyde (ACV)	0.47	0.38	micro	0.47	0.38	0.376	GA55	purchases	consumables	9	4.1
GA06	HELIUM GAZEUX DE QUALITE INDUSTRIELLE EN BOUTEILLE	HELIUM GAS, INDUSTRIAL QUALITY IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA06	helium (ACV)	0.07	0.06	micro	0.07	0.06	0.05600000000000001	GA55	purchases	consumables	9	4.1
GA07	HYDROGENE DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL GRADE HYDROGEN IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA07	hydrogen (ACV	0.45	0.36	micro	0.45	0.36	0.36	GA55	purchases	consumables	9	4.1
GA08	OXYGENE DE QUALITE INDUSTRIELLE EN BOUTEILLE	INDUSTRIAL GRADE OXYGEN IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA08	oxygen (ACV)	0.32	0.26	micro	0.32	0.26	0.256	GA55	purchases	consumables	9	4.1
GA09	AUTRES GAZ SIMPLES OU EN MELANGE DE QUALITE INDUSTRIELLE EN BOUTEILLE	OTHER SINGLE OR MIXED INDUSTRIAL GASES IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA09	average all gases	0.35	0.28	micro	0.35	0.28	0.28	GA55	purchases	consumables	9	4.1
GA11	ARGON DE TRES HAUTE PURETE (SUPERIEURE A 5.0) EN BOUTEILLE	ULTRA HIGH PURITY ARGON (ABOVE 5.0) IN CYLINDER						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA11	high-purity argon (ACV)	0.31	0.25	micro	0.31	0.25	0.248	GA55	purchases	consumables	9	4.1
GA12	AZOTE GAZEUX DE TRES HAUTE PURETE (SUPERIEURE A 5.0) EN BOUTEILLE	NITROGEN GAS OF VERY HIGH PURITY (ABOVE 5.0) IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA12	high-purity nitrogen (ACV)	0.1	0.08	micro	0.1	0.08	0.08000000000000002	GA55	purchases	consumables	9	4.1
GA13	DIOXYDE DE CARBONE DE HAUTE PURETE (PURETE SUPERIEURE A D.0) EN BOUTEILLE	CARBON DIOXIDE HIGH PURITY (GREATER THAN D.0) IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA13	high-purity carbon dioxyde (ACV)	0.18	0.15	micro	0.18	0.15	0.144	GA55	purchases	consumables	9	4.1
GA14	GAZ RARES DE TRES HAUTE PURETE (NEON, XENON, KRYPTON,...) EN BOUTEILLE	HIGH PURITY RARE GASES (NEON, XENON, KRYPTON,...) IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA14	high-purity xenon (ACV)	0.08	0.06	micro	0.08	0.06	0.064	GA55	purchases	consumables	9	4.1
GA15	HELIUM GAZEUX DE HAUTE PURETE (PURETE SUPERIEURE A 5.0) EN BOUTEILLE	HIGH PURITY HELIUM GAS (PURITY GREATER THAN 5.0) IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA15	high-purity helium (ACV)	0.14	0.11	micro	0.14	0.11	0.112	GA55	purchases	consumables	9	4.1
GA16	GAZ FLUORES OU CHLORES DE TRES HAUTE PURETE (SUPERIEURE A D.0) EN BOUTEILLE	VERY HIGH PURITY (ABOVE D.0) FLUORESCENT OR CHLORINE GASES IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68									macro	2.1	0.6	1.68	GA55	purchases	consumables	9	4.1
GA17	HYDROGENE DE HAUTE PURETE (PURETE SUPERIEURE A 5.0) EN BOUTEILLE	HIGH PURITY HYDROGEN (PURITY GREATER THAN 5.0) IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA17	high-purity hydrogen (ACV)	0.12	0.09	micro	0.12	0.09	0.096	GA55	purchases	consumables	9	4.1
GA18	OXYGENE DE HAUTE PURETE (PURETE SUPERIEURE A 4.5) EN BOUTEILLE	HIGH PURITY OXYGEN (PURITY GREATER THAN 4.5) IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA18	high-purity oxygen (ACV)	0.11	0.09	micro	0.11	0.09	0.08800000000000001	GA55	purchases	consumables	9	4.1
GA19	AUTRES GAZ NON MELANGES HAUTE PURETE EN BOUTEILLE	OTHER UNMIXED HIGH PURITY GASES IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA19	average all pure gases	0.15	0.12	micro	0.15	0.12	0.12	GA55	purchases	consumables	9	4.1
GA21	MELANGES DE GAZ SCIENTIFIQUES DE HAUTE PURETE EN BOUTEILLE	HIGH PURITY SCIENTIFIC GAS MIXTURES IN CYLINDERS						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA19	average all pure gases	0.15	0.12	micro	0.15	0.12	0.12	GA55	purchases	consumables	9	4.1
GA31	GAZ MEDICAUX	MEDICAL GASES						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68									macro	2.1	0.6	1.68	GA55	purchases	consumables	9	4.1
GA41	PRESTATIONS CONNEXES A L'ACHAT DE GAZ EN BOUTEILLES (LOCATION DE BOUTEILLES,_x001A_)	SERVICES RELATED TO THE PURCHASE OF GASES IN CYLINDERS (CYLINDER HIRE, ETC.)						ADEME05	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises)	0.17	0.0	0.136	561900	Other support services	0.19	0.0	0.152	0.18	0.01	0.144									macro	0.18	0.01	0.144	GA61	purchases	consumables	14	4.4
GA51	AZOTE LIQUIDE EN VRAC ET DEWAR	LIQUID NITROGEN IN BULK AND DEWAR						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA51	liquid nitrogen (ACV)	0.42	0.33	micro	0.42	0.33	0.336	GA55	purchases	consumables	9	4.1
GA52	HELIUM LIQUIDE EN VRAC ET DEWAR	BULK LIQUID HELIUM AND DEWAR						ADEME21	Produits chimiques	1.6	0.0	1.28	325120	Compressed Gases	2.0	0.0	1.6	2.1	0.56	1.68					mGA52	liquid helium (ACV)	0.37	0.3	micro	0.37	0.3	0.296	GA55	purchases	consumables	9	4.1
